ULTIMATE_PARENT_NUM_JS,LOCATION_NUMBER,COMPANY_NAME,ADDRESS,CITY,STATE_ABBR,ZIP,ZIP4,STATE_CODE,COUNTY_CODE,CARRIER_ROUTE,CBSA_CODE,CBSA_DESC,CBSA_LEVEL,CSA_CODE,MSA_CODE,ADDRESS_TYPE_IND,PRIMARY_MAIL_SCORE,PRIMARY_MAIL_CONF,LATITUDE,LONGITUDE,SECONDARY_ADDRESS,SECONDARY_CITY,SECONDARY_STATE,SECONDARY_ZIP,SECONDARY_ZIP4,SECONDARY_CRRT,SECONDARY_MAIL_SCORE,SECONDARY_MAIL_CONF,PHONE,CONTACT_LAST_NAME,CONTACT_FIRST_NAME,CONTACT_PROF_TITLE,CONTACT_TITLE_CODE,PRIMARY_SIC,PRIMARY_SIC_DESC,SECONDARY_SIC_1,SECONDARY_SIC_DESC,NAICS_CODE,NAICS_DESC,EMPLOYEE_SIZE,EMP_DERIVATION_FLAG,NUMBER_EMPLOYEES,SALES_VOLUME,EST_SALES_VOLUME,EST_TOTAL_SALES_VOL,HEADQUARTERS_CODE,PUBLIC_CO_INDICATOR,FORTUNE_RANK,PRIMARY_URL,YEAR_ESTABLISHED_CCYY,MATCH TYPE,MATCH SCORE,YEAR_APPEARANCE,NEW_ADD_DATE,LAST_MOD_DATE_CCYY,ACTION_CODE,KEY CODES,KEY CODES_2,CORPORATION_DATE,FILING_TYPE,DB_FILE_CODE,SUBSIDIARY_NUMBER,ULTIMATE_PARENT_NUM,BLANK_FIELD,Client_Master Record ID,Client_Source,Client_Source ID,Client_Cluster_ID,Client_Name,Client_Address,Client_City,Client_State,Client_Zip,Client_Country
450519251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450518105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450517990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450517875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450517826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450516414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450515879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450515572,450515572,CENTURY BANCORP INC,PO BOX 9102,MEDFORD,MA,2155,9102,25,17,B099,14460,"BOSTON, MA",2,148,,S,1C,1,42.402228,-71.098296,400 MYSTIC AVE,MEDFORD,MA,2155,6316,C010,4D,4,7813914000,SLOANE,BARRY R,,C,671201,HOLDING COMPANIES (BANK),602101,BANKS,55111101,OFFICES OF BANK HOLDING COMPANIES,F,A,160,,,3431154,1,1,,CENTURY-BANK.COM,1972,B,100,1992,199206,201502,,,,,,U,,450515572,,A0282578,SFDC,001i000001Cb28eAAB,275172,Century Bancorp Inc,400 Mystic Ave,MEDFORD,MA,02155-6316,USA
450512405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450512355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450511282,450511282,UNITED COMMUNITY BANCORP INC,PO BOX 138,CHATHAM,IL,62629,138,17,167,B002,44100,"SPRINGFIELD, IL",2,522,,F,1C,1,39.676533,-89.704528,301 N MAIN ST,CHATHAM,IL,62629,1019,C004,4D,4,2174832491,NARMONT,ROBERT,,C,671201,HOLDING COMPANIES (BANK),616201,REAL ESTATE LOANS,55111101,OFFICES OF BANK HOLDING COMPANIES,D,A,25,,,264170,1,,,UCBBANK.COM,1965,B,100,2001,201010,201502,A,,,,,U,,450511282,,A0216031,CSDA,1-23054774,214214,UNITED COMMUNITY BANCORP,301 N MAIN ST,CHATHAM,IL,62629-1019,USA
450508890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450508551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450507033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450507025,450507025,BANK OF THE OZARKS INC,17901 CHENAL PKWY,LITTLE ROCK,AR,72223,5831,5,119,R020,30780,"LITTLE ROCK, AR",2,340,,S,1C,1,34.771127,-92.459777,,,,,,,,,5019782265,GLEASON,GEORGE,,C,671201,HOLDING COMPANIES (BANK),602101,BANKS,55111101,OFFICES OF BANK HOLDING COMPANIES,E,A,99,,,4787068,1,1,,BANKOZARKS.COM,1983,D,84,1992,199206,201502,A,,,,,U,,450507025,,A0113117,CSDA,1-4M52-196,112250,THE OZARK TRUST COMPANY,17901 CHENAL PKWY,LITTLE ROCK,AR,72223-5831,USA
450505896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450495189,450495189,CITY HOLDING CO,PO BOX 7520,CHARLESTON,WV,25356,520,54,39,B005,16620,"CHARLESTON, WV",2,170,,S,1C,1,38.415332,-81.793761,25 GATEWATER RD,CHARLESTON,WV,25313,1408,C044,1C,1,3047691100,HAGEBOECK,CHARLES R,,C,671201,HOLDING COMPANIES (BANK),602101,BANKS,55111101,OFFICES OF BANK HOLDING COMPANIES,F,A,200,,,3368238,1,1,,CITYHOLDING.COM,1982,B,100,1992,201409,201409,V,,,,,U,,450495189,,A0296641,SFDC,001i000001CbA9tAAF,286119,City Holding Company,25 Gatewater Road,Cross Lanes,WV,25313,USA
450081187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449445014,449445014,SHIPCO TRANSPORT INC,80 WASHINGTON ST,HOBOKEN,NJ,7030,4506,34,17,C006,35620,"NW YRK, NY-NJ-PA",2,408,,S,1C,1,40.736865,-74.031069,,,,,,,,,2012161500,JEPSON,KLAUS,,C,473101,TRANSPORTATION CONSULTANTS,509905,IMPORTERS (WHLS),48851011,FREIGHT TRANSPORTATION ARRANGEMENT,E,A,50,,,,1,,,SHIPCO.COM,1988,B,100,1992,199808,201502,V,,,,,U,,449445014,,A0235874,CSDA,1-170379069,233808,SHIPCO TRANSPORT,80 WASHINGTON ST,HOBOKEN,NJ,07030-4506,USA
449297340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448172270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447316365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446333668,446333668,BAYADA HOME HEALTH CARE,290 CHESTER AVE,MOORESTOWN,NJ,8057,3306,34,5,C012,37980,"PHL, PA-NJ-DE-MD",2,428,,S,1C,1,39.9682,-74.943883,,,,,,,,,8562311000,BAIADA,MARK,,2,808201,HOME HEALTH SERVICE,804908,MARKETING PROGRAMS & SERVICES,62161001,HOME HEALTH CARE SERVICES,C,A,11,,,,1,,,BAYADA.COM,1975,B,96,1991,201107,201404,,,,,,U,,446333668,,A0311085,SFDC,001i000001CbEMRAA3,297161,Bayada Nurses company,290 Chester Ave,MOORESTOWN,NJ,08057-3306,USA
445473978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445363526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444756720,444756720,FREEDOM MORTGAGE CORP,907 PLEASANT VALLEY AVE # 3,MT LAUREL,NJ,8054,1287,34,5,C036,37980,"PHL, PA-NJ-DE-MD",2,428,,H,1C,1,39.946002,-74.943805,,,,,,,,,8562319800,MIDDLEMAN,STANLEY,,C,616201,REAL ESTATE LOANS,641132,MARKETING PROGRAMS & SERVICES,52229202,REAL ESTATE CREDIT,G,A,250,,,,1,,,FREEDOMMORTGAGE.COM,1990,B,100,1992,200506,201502,V,,,,,U,,444756720,,A0021916,CSDA,A0000062616,21880,FREEDOM MORTGAGE CORPORATION,907 PLEASANT VALLEY AVE,MOUNT LAUREL,NJ,08054-1287,USA
444420913,444420913,SENTARA HEALTHCARE,6015 POPLAR HALL DR # 100,NORFOLK,VA,23502,3819,51,710,C015,47260,"VIRGN BCH, VA-NC",2,545,,S,4D,4,36.850585,-76.199599,,,,,,,,,7574557000,KERN,HOWARD P,,C,801101,PHYSICIANS & SURGEONS,504704,HOSPITALS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),G,A,300,,,,1,,,SENTARA.COM,,B,97,1994,201502,201502,,,,,,U,,444420913,,A0298438,SFDC,001i000001CbArJAAV,287539,Sentara Healthcare,6015 Poplar Hall Dr,NORFOLK,VA,23502-3819,USA
444420913,444420913,SENTARA HEALTHCARE,6015 POPLAR HALL DR # 100,NORFOLK,VA,23502,3819,51,710,C015,47260,"VIRGN BCH, VA-NC",2,545,,S,4D,4,36.850585,-76.199599,,,,,,,,,7574557000,KERN,HOWARD P,,C,801101,PHYSICIANS & SURGEONS,504704,HOSPITALS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),G,A,300,,,,1,,,SENTARA.COM,,D,78,1994,201502,201502,,,,,,U,,444420913,,A0278073,SFDC,001i000001Caoa2AAB,271905,Optima Health Plan,6015 Poplar Hall Dr,NORFOLK,VA,23502-3819,USA
444420913,444420913,SENTARA HEALTHCARE,6015 POPLAR HALL DR # 100,NORFOLK,VA,23502,3819,51,710,C015,47260,"VIRGN BCH, VA-NC",2,545,,S,4D,4,36.850585,-76.199599,,,,,,,,,7574557000,KERN,HOWARD P,,C,801101,PHYSICIANS & SURGEONS,504704,HOSPITALS,62111107,OFFICES OF PHYSICIANS (EXC MENTAL HEALTH SPECS),G,A,300,,,,1,,,SENTARA.COM,,B,94,1994,201502,201502,,,,,,U,,444420913,,A0001588,CSDA,W1204003048,1587,SENTARA HEALTH CARE SACH GROUP,6015 POPLAR HALL DR,NORFOLK,VA,23502-3819,USA
443661327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443649884,443649884,UNITED BANKSHARES INC,500 VIRGINIA ST E # 300,CHARLESTON,WV,25301,2164,54,39,C007,16620,"CHARLESTON, WV",2,170,,H,3B,3,38.351186,-81.638352,,,,,,,,,3044248704,ADAMS,RICHARD M,,C,671201,HOLDING COMPANIES (BANK),602101,BANKS,55111101,OFFICES OF BANK HOLDING COMPANIES,F,A,150,,,8735324,1,1,,UBSI-INC.COM,1982,B,97,1992,201410,201502,V,,,,,U,,443649884,,A0102462,CSDA,1-52654570,102006,UNITED BANKSHARES INC,500 VIRGINIA ST E,CHARLESTON,WV,25301-2164,USA
443647169,443647169,SUFFOLK BANCORP,PO BOX 9000,RIVERHEAD,NY,11901,9000,36,103,B050,35620,"NW YRK, NY-NJ-PA",2,408,,S,1C,1,40.91868,-72.663118,4 W 2ND ST,RIVERHEAD,NY,11901,2702,C001,1C,1,6312082400,BLUVER,HOWARD C,,C,671201,HOLDING COMPANIES (BANK),,,55111101,OFFICES OF BANK HOLDING COMPANIES,F,A,150,,,1699816,1,1,,SCNB.COM,1985,B,100,1992,201311,201403,V,,,,,U,,443647169,,A0285660,SFDC,001i000001Cb6crAAB,277474,Suffolk Bancorp,4 W 2nd St,RIVERHEAD,NY,11901-2702,USA
443646393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443645130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443641121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443639919,443639919,OLD REPUBLIC INTL CORP,307 N MICHIGAN AVE # 19,CHICAGO,IL,60601,5471,17,31,C007,16980,"CHICAGO-NPVL, IL",2,176,,H,1C,1,41.887516,-87.62445,,,,,,,,,3123468100,ZUCARO,ALDO C,,C,641133,INSURANCE-HOLDING COMPANIES,621111,LIFE INSURANCE (UNDERWRITERS),52429819,ALL OTHER INSURANCE RELATED ACTIVITIES,G,A,300,,,5442700,1,1,465,OLDREPUBLIC.COM,1923,B,95,1984,199704,201502,A,,,,,U,,443639919,,A0291665,SFDC,001i000001Cb8HzAAJ,282142,Old Republic International Corporation,307 N Michigan Ave,CHICAGO,IL,60601-5306,USA
443639919,443639919,OLD REPUBLIC INTL CORP,307 N MICHIGAN AVE # 19,CHICAGO,IL,60601,5471,17,31,C007,16980,"CHICAGO-NPVL, IL",2,176,,H,1C,1,41.887516,-87.62445,,,,,,,,,3123468100,ZUCARO,ALDO C,,C,641133,INSURANCE-HOLDING COMPANIES,621111,LIFE INSURANCE (UNDERWRITERS),52429819,ALL OTHER INSURANCE RELATED ACTIVITIES,G,A,300,,,5442700,1,1,465,OLDREPUBLIC.COM,1923,B,96,1984,199704,201502,A,,,,,U,,443639919,,A0112340,CSDA,1-4N5N-1600,111526,OLD REPUBLIC GENERAL INS CORP,307 N MICHIGAN AVE,CHICAGO,IL,60601-5311,USA
443633953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443631494,443631494,INDEPENDENT BANK CORP,288 UNION ST,ROCKLAND,MA,2370,1803,25,23,C001,14460,"BOSTON, MA",2,148,,S,1C,1,42.130276,-70.915672,,,,,,,,,7818786100,ODDLEIFSON,CHRISTOPHER,,C,671201,HOLDING COMPANIES (BANK),596104,MARKETING PROGRAMS & SERVICES,55111101,OFFICES OF BANK HOLDING COMPANIES,F,A,200,,,6099234,1,1,,ROCKLANDTRUST.COM,1974,B,100,1992,199202,201502,V,,,,,U,,443631494,,A0178357,CSDA,1-32LX-625,176913,INDEPENDENT BANK CORPORATION,288 UNION ST,ROCKLAND,MA,02370-1803,USA
443628615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443628474,443628474,GLACIER BANCORP INC,49 COMMONS LOOP,KALISPELL,MT,59901,2679,30,29,C017,28060,"KALISPELL, MT",1,0,,S,1C,1,48.219608,-114.328445,,,,,,,,,4067564200,BLODNICK,MICHAEL J,,C,671201,HOLDING COMPANIES (BANK),,,55111101,OFFICES OF BANK HOLDING COMPANIES,D,A,25,,,7884350,1,1,,GLACIERBANK.COM,1990,B,100,1992,201404,201502,V,,,,,U,,443628474,,A0006085,CSDA,D0424001265,6081,GLACIER BANCORP INC,49 COMMONS LOOP,KALISPELL,MT,59901-2679,USA
443626122,443626122,FIRST AMERICAN FINANCIAL CORP,1 FIRST AMERICAN WAY,SANTA ANA,CA,92707,5913,6,59,C028,31080,,2,348,,S,1C,1,33.703019,-117.862199,,,,,,,,,7142503000,GILMORE,DENNIS J,,C,654102,TITLE COMPANIES,609906,ESCROW SERVICE,54119106,TITLE ABSTRACT & SETTLEMENT OFFICES,G,A,300,,,4956077,1,1,499,FIRSTAM.COM,1889,B,100,2006,200603,201502,L,,,,,U,,443626122,,A0278632,SFDC,001i000001CaoPWAAZ,272352,First American Corporation,1 First American Way,SANTA ANA,CA,92707-5913,USA
443626122,443626122,FIRST AMERICAN FINANCIAL CORP,1 FIRST AMERICAN WAY,SANTA ANA,CA,92707,5913,6,59,C028,31080,,2,348,,S,1C,1,33.703019,-117.862199,,,,,,,,,7142503000,GILMORE,DENNIS J,,C,654102,TITLE COMPANIES,609906,ESCROW SERVICE,54119106,TITLE ABSTRACT & SETTLEMENT OFFICES,G,A,300,,,4956077,1,1,499,FIRSTAM.COM,1889,B,100,2006,200603,201502,L,,,,,U,,443626122,,A0267641,SFDC,001i000000slRjfAAE,264515,First American Financial Corp,1 First American Way,SANTA ANA,CA,92707-5913,USA
443626122,443626122,FIRST AMERICAN FINANCIAL CORP,1 FIRST AMERICAN WAY,SANTA ANA,CA,92707,5913,6,59,C028,31080,,2,348,,S,1C,1,33.703019,-117.862199,,,,,,,,,7142503000,GILMORE,DENNIS J,,C,654102,TITLE COMPANIES,609906,ESCROW SERVICE,54119106,TITLE ABSTRACT & SETTLEMENT OFFICES,G,A,300,,,4956077,1,1,499,FIRSTAM.COM,1889,B,95,2006,200603,201502,L,,,,,U,,443626122,,A0221152,CSDA,1-210162636,219261,FIRST AMERICAN TITLE INSURANCE COMPANY,1 FIRST AMERICAN WAY,SANTA ANA,CA,92707-5913,USA
443625462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443624028,443624028,EMPLOYERS MUTUAL CASUALTY CO,PO BOX 712,DES MOINES,IA,50306,712,19,153,B350,19780,"DES MOINES, IA",2,218,,F,1C,1,41.584559,-93.626208,717 MULBERRY ST,DES MOINES,IA,50309,3810,C010,1C,1,5152802511,KELLEY,BRUCE G,,C,641112,INSURANCE,641102,INSURANCE ADJUSTERS,52421001,INSURANCE AGENCIES & BROKERAGES,I,A,1000,,,,1,,,EMCINS.COM,1974,D,85,2003,201410,201502,,,,,,U,,443624028,,A0112717,CSDA,1-4N5N-1261,111876,ILLINOIS EMCASCO INSURANCE CO,PO BOX 712,DES MOINES,IA,50306-0712,USA
443624028,443624028,EMPLOYERS MUTUAL CASUALTY CO,PO BOX 712,DES MOINES,IA,50306,712,19,153,B350,19780,"DES MOINES, IA",2,218,,F,1C,1,41.584559,-93.626208,717 MULBERRY ST,DES MOINES,IA,50309,3810,C010,1C,1,5152802511,KELLEY,BRUCE G,,C,641112,INSURANCE,641102,INSURANCE ADJUSTERS,52421001,INSURANCE AGENCIES & BROKERAGES,I,A,1000,,,,1,,,EMCINS.COM,1974,B,100,2003,201410,201502,,,,,,U,,443624028,,A0217307,CSDA,1-2253-3999,111422,EMPLOYERS MUTUAL CASUALTY COMPANY,717 MULBERRY ST,DES MOINES,IA,50309-3810,USA
443624028,443624028,EMPLOYERS MUTUAL CASUALTY CO,PO BOX 712,DES MOINES,IA,50306,712,19,153,B350,19780,"DES MOINES, IA",2,218,,F,1C,1,41.584559,-93.626208,717 MULBERRY ST,DES MOINES,IA,50309,3810,C010,1C,1,5152802511,KELLEY,BRUCE G,,C,641112,INSURANCE,641102,INSURANCE ADJUSTERS,52421001,INSURANCE AGENCIES & BROKERAGES,I,A,1000,,,,1,,,EMCINS.COM,1974,B,93,2003,201410,201502,,,,,,U,,443624028,,A0112224,CSDA,1-4N5N-1705,111421,EMCASCO INSURANCE COMPANY,PO BOX 712,DES MOINES,IA,50306-0712,USA
443616297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443606942,443606942,FIDELITY NATIONAL FINANCIAL,601 RIVERSIDE AVE # 4,JACKSONVILLE,FL,32204,2957,12,31,C004,27260,"JACKSONVILLE, FL",2,300,,F,1C,1,30.31873,-81.675467,,,,,,,,,9048548100,QUIRK,RAYMOND R,,C,636101,INSURANCE-TITLE,654102,TITLE COMPANIES,52412701,DIRECT TITLE INSURANCE CARRIERS,I,A,1800,,,8565000,1,1,316,FNF.COM,,B,97,2003,200902,201312,A,,,,,U,,443606942,,A0251362,CSDA,1-131276206,249080,FIDELITY NATIONAL FINANCIAL,601 RIVERSIDE AVE,JACKSONVILLE,FL,32204-2901,USA
443605506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443605076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443454814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443448477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443322698,443322698,AMERICAN LENDERS SVC CO,PO BOX 7238,ODESSA,TX,79760,7238,48,135,B039,36220,"ODESSA, TX",2,372,,S,1C,1,31.846899,-102.365343,312 E 2ND ST # C,ODESSA,TX,79761,5408,C023,2D,2,4323320361,GOLDEN,JIM,,C,738998,REPOSSESSING SERVICE,614101,COLLECTION AGENCIES,56149101,REPOSSESSION SERVICES,E,A,50,,,,1,,,AMERICANLENDERS.COM,1979,B,94,1993,201501,201501,A,,,,,U,,443322698,,A0202747,CSDA,1-286057758,201045,AMERICAN LENDERS SERVICE CO OF HARRISBURG,312 E 2ND ST,ODESSA,TX,79761-5408,USA
442791059,442791059,PAPA JOHN'S INTL INC,PO BOX 99900,LOUISVILLE,KY,40269,900,21,111,B050,31140,"LOUISVLE, KY-IN",2,350,,H,1C,1,38.211993,-85.530564,2002 PAPA JOHNS BLVD # 100,LOUISVILLE,KY,40299,2333,R113,4D,4,5022617272,SCHNATTER,JOHN H,,C,581220,RESTAURANT MANAGEMENT,259903,RESTAURANT EQUIPMENT & SUPPLIES-MFRS,72231009,FOOD SERVICE CONTRACTORS,H,A,600,,,1439022,1,1,,PAPAJOHNS.COM,1985,B,97,1995,201411,201502,,,,,,U,,442791059,,A0272171,SFDC,001i000000w7845AAA,267287,Papa John's Pizza,2002 Papa Johns Blvd,Louisville,KY,40299-3393,USA
441479698,441479698,CAESARS ENTERTAINMENT CORP,1 CAESARS PALACE DR,LAS VEGAS,NV,89109,8969,32,3,C077,29820,"LAS VEGAS, NV",2,332,,S,1C,1,36.117314,-115.173321,,,,,,,,,7024076000,LOVEMAN,GARY W,,C,799302,CASINOS,701101,HOTELS & MOTELS,71321001,CASINOS (EXCEPT CASINO HOTELS),H,A,600,,,8559700,1,1,318,CAESARS.COM,1937,B,90,1989,200211,201502,L,,,,,U,,441479698,,A0100044,CSDA,1-554481688,99604,HARRAHS ENTERTAINMENT INC,1 CEASARS PALACE DR,LAS VEGAS,NV,89119,USA
441469491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441467990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441465267,441465267,LANDMARK MEDIA ENTERPRISES LLC,150 GRANBY ST,NORFOLK,VA,23510,1604,51,710,C019,47260,"VIRGN BCH, VA-NC",2,545,,S,2D,2,36.847281,-76.291851,,,,,,,,,7573517000,ROSS,JACK,,2,271101,NEWSPAPERS (PUBLISHERS/MFRS),274105,PUBLISHERS (MFRS),51111003,NEWSPAPER PUBLISHERS,I,A,2000,,,749500,1,,,LANDMARKINTERACTIVE.COM,1932,D,82,1989,201311,201311,A,,,,,U,,441465267,,A0310254,SFDC,001i000001CbECnAAN,296610,Landmark Interactive Holdings LLC,150 Granby St,NORFOLK,VA,23510-1604,USA
441465267,441465267,LANDMARK MEDIA ENTERPRISES LLC,150 GRANBY ST,NORFOLK,VA,23510,1604,51,710,C019,47260,"VIRGN BCH, VA-NC",2,545,,S,2D,2,36.847281,-76.291851,,,,,,,,,7573517000,ROSS,JACK,,2,271101,NEWSPAPERS (PUBLISHERS/MFRS),274105,PUBLISHERS (MFRS),51111003,NEWSPAPER PUBLISHERS,I,A,2000,,,749500,1,,,LANDMARKINTERACTIVE.COM,1932,B,100,1989,201311,201311,A,,,,,U,,441465267,,A0135884,CSDA,1-4B9I-7660,134856,LANDMARK MEDIA ENTERPRISES LLC,150 GRANBY ST,NORFOLK,VA,23510-1604,USA
441461050,441461050,ADVANCE PUBLICATIONS INC,950 W FINGERBOARD RD,STATEN ISLAND,NY,10305,1453,36,85,C014,35620,"NW YRK, NY-NJ-PA",2,408,,S,1C,1,40.601296,-74.086343,,,,,,,,,7189811234,NEWHOUSE JR,SAMUEL I,,C,271101,NEWSPAPERS (PUBLISHERS/MFRS),,,51111003,NEWSPAPER PUBLISHERS,G,A,450,,,7700000,1,,,ADVANCE.NET,1886,D,85,1984,201502,201502,,,,,,U,,441461050,,A0271260,SFDC,001i000000w77JQAAY,266610,Advance Magazine Publishers Inc,950 W Fingerboard Rd,Staten Island,NY,10305-1453,USA
441454527,441454527,YAMAHA CORP OF AMERICA,PO BOX 6600,BUENA PARK,CA,90622,6600,6,59,B900,31080,,2,348,,S,1C,1,33.858859,-118.018661,6600 ORANGETHORPE AVE,BUENA PARK,CA,90620,1396,C038,1C,1,7145229011,OSAWA,HOGAN,,2,509910,MUSICAL INSTRUMENTS-WHOLESALE,874213,MARKETING PROGRAMS & SERVICES,42512027,WHOLESALE TRADE AGENTS & BROKERS,G,A,400,,,,1,,,USA.YAMAHA.COM,1960,B,100,2008,200902,201502,,,,,,U,,441454527,,A0227152,CSDA,1-19376413,225188,YAMAHA CORPORATION OF AMERICA,6600 ORANGETHORPE AVE,BUENA PARK,CA,90620-1396,USA
441435781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441417334,441417334,VIAD CORP,1850 N CENTRAL AVE # 1900,PHOENIX,AZ,85004,4565,4,13,C025,38060,"PHOENIX-MESA, AZ",2,0,,H,1C,1,33.468295,-112.07392,,,,,,,,,6022071000,MOSTER,STEVEN W,,C,874213,MARKETING PROGRAMS & SERVICES,701111,RESORTS,54161303,MARKETING CONSULTING SERVICES,D,A,49,,,972792,1,1,,VIAD.COM,1926,B,97,2003,201401,201502,L,,,,,U,,441417334,,A0247943,CSDA,1-133775962,245715,VIAD CORP,1850 N CENTRAL AVE,PHOENIX,AZ,85004-4545,USA
441416237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441415742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441411683,441411683,OMNICARE INC,201 E 4TH ST # 900,CINCINNATI,OH,45202,1513,39,61,C043,17140,"CINCINNATI, OH",2,178,,F,1C,1,39.100418,-84.509461,,,,,,,,,5137192600,SAHNEY,NITIN,,C,591205,PHARMACIES,874213,MARKETING PROGRAMS & SERVICES,44611009,PHARMACIES & DRUG STORES,H,A,700,,,6013398,1,1,415,OMNICARE.COM,1981,B,97,2004,201311,201409,V,,,,,U,,441411683,,A0255982,CSDA,1-1156822855,253636,OMNICARE INC,201 E 4TH ST,CINCINNATI,OH,45202-4248,USA
